device_id,timestep,gpu_temp_c,gpu_util_pct,gpu_mem_util_pct,power_draw_w,fan_speed_pct,ecc_sbe_errors,ecc_dbe_errors,cpu_temp_c,cpu_util_pct,disk_io_mbps,network_io_mbps,pcie_replay_errors,failure_within_horizon,will_fail_device
0,0,60.997629677897564,54.20652233944077,57.36131315988349,213.28785263762708,31.78592681456586,1.0,0.0,49.37841961900143,47.18313307780692,77.2566454592454,126.15644401375333,0.0,0,0
0,1,64.74770762706804,64.98315741466185,64.84634170500902,180.18376009752004,34.75144634523335,0.0,0.0,49.51712013746065,16.96536895110821,88.81800407565858,150.34022506892615,0.0,0,0
0,2,58.02082184678131,89.50066892048437,50.275105933305134,190.0987833954559,41.61114714831329,0.0,0.0,53.14932444642026,45.845375579800034,99.17057179460609,181.7972901166251,0.0,0,0
0,3,62.09189447778325,78.7398286298156,61.25400706878535,247.2772445962782,40.83529269715671,1.0,0.0,52.399918601368334,41.538297755894,83.02944873248654,157.21455772105594,0.0,0,0
0,4,60.54749169999926,95.98467408114917,51.809934497015455,237.9036996394337,51.50081030202916,0.0,0.0,47.47108537387531,37.78836265122749,83.2691046977886,123.7578025343613,0.0,0,0
0,5,61.01698071691412,87.66117833466541,53.58949399206244,205.6103953343042,46.9332777585667,0.0,0.0,43.02317648455652,63.824141607238936,100.59382829690455,199.05171822595798,0.0,0,0
0,6,65.00827347591381,76.58630018394365,64.95422850428888,189.94993087918206,30.800303522862976,0.0,0.0,46.72357361195641,30.666888320579233,78.51793384935169,213.16742011926527,0.0,0,0
0,7,63.61434631101178,96.15901789251689,31.08327554735013,160.70942324316698,49.123283223206485,0.0,0.0,48.8689247792421,70.90447255786117,61.767826590658466,169.78226621291412,0.0,0,0
0,8,66.01219432232823,76.58489738107448,39.44233206310287,209.1300898413473,40.37968890115479,0.0,0.0,47.19166701844238,36.61852826157851,69.63817335410354,188.94654045376362,0.0,0,0
0,9,61.5364829622503,82.41982265195588,37.21377523068615,268.40830024494807,55.19557773552991,0.0,0.0,45.68842356768938,20.84475332544658,95.84775944334356,199.67839987255243,0.0,0,0
0,10,59.91217216498789,65.55143569697937,26.996606561820343,228.69768542927295,39.97929970850464,0.0,0.0,49.0115392598796,41.04879371492238,80.07483227999889,195.20397265618055,0.0,0,0
0,11,61.328423549358504,70.99818723788808,46.86082671813788,208.80855427901022,39.90707773518211,0.0,0.0,45.984169034357556,23.85632199521848,88.50524942170844,174.56396708450495,0.0,0,0
0,12,62.727490373813666,59.538642650495845,63.993206796732885,229.30160419000612,49.32905288643625,0.0,0.0,45.487735665098505,28.723662282797495,96.75198105505474,173.9338818829953,0.0,0,0
0,13,62.52972007536113,84.8437590189228,51.581391203409105,188.78083294011114,51.103411858695495,0.0,0.0,49.24581133721376,45.955499500232364,70.62896342755975,170.7864229338601,0.0,0,0
0,14,58.7468357832999,52.325445653277015,57.37348098330222,214.0535327460473,48.58479491148963,0.0,0.0,46.39202967948318,48.33373132975187,98.90620409074515,106.10649301811826,0.0,0,0
0,15,62.27146934488362,81.73525513626493,68.07060996052951,221.98954946031478,31.515221460921534,0.0,0.0,48.97641755591341,30.667484496186127,89.47106508645986,178.02892627438342,0.0,0,0
0,16,62.68468499041671,67.14023413742261,70.9322335872123,218.27798696357902,49.30427551942601,0.0,0.0,49.092816091408494,54.811077175696006,49.129672827213035,95.76744115493784,0.0,0,0
0,17,69.55242211260176,87.5687064020098,54.170344783286325,235.8161224338016,36.725535586604806,0.0,0.0,43.4422839956337,57.362616370317006,116.05761977965611,118.2160217949978,0.0,0,0
0,18,67.630533833845,81.26303483096889,71.24303067483277,226.89290452472105,46.88220889270611,0.0,0.0,46.07503550453835,61.54452634844937,67.48138140607709,202.1426027123235,0.0,0,0
0,19,59.44026994832354,97.30969236470203,56.10551990120931,233.36652036215995,33.61012451680752,0.0,0.0,53.75110775966585,47.941201106885835,38.622616420370406,183.6088065077679,0.0,0,0
0,20,61.13784991535247,80.96162036707968,44.95122131407045,206.23255435538482,48.57057718034451,0.0,0.0,43.35168194906285,60.45143068128548,53.87390726034244,209.4959315874345,0.0,0,0
0,21,57.60967399448899,46.41939616520139,47.86719577361518,237.95630816821097,38.54720876554102,1.0,0.0,39.53338220411788,11.788023580389135,54.47387098304195,139.1330246525083,0.0,0,0
0,22,60.22787895810954,68.99570240652699,37.233561849219804,252.57873895247982,34.738922797915826,0.0,0.0,40.55261938702996,35.231401770573065,81.30433296643834,103.9100463489293,0.0,0,0
0,23,62.94681501077102,52.419892111077765,44.34239375519617,200.59700960697174,50.7105610918592,0.0,0.0,48.11643978630668,26.994921155148607,73.15373736134407,140.38251211718628,0.0,0,0
0,24,65.6175608626647,62.22580236450588,50.70379974310685,202.2460868857088,46.93315617341401,0.0,0.0,48.1236691121308,41.78838791691088,71.57920080898518,154.08125188962296,0.0,0,0
0,25,59.81274848676917,92.66842649915083,64.64302023254322,246.71568672640467,40.088185588856824,0.0,0.0,47.52955657829952,31.42826171204894,95.49254913706197,153.15954865360038,0.0,0,0
0,26,60.03756067979661,79.56300716346544,75.6492379739918,216.1731202660988,56.60943079216851,0.0,0.0,52.85675931571401,37.50763237075402,88.4968840298176,195.34721915026807,0.0,0,0
0,27,55.55813291078404,59.516043571318804,38.41382181547552,248.07642784133114,41.47478062744206,1.0,0.0,37.30866226758825,68.23262320306074,87.90119676610716,135.54918299986218,0.0,0,0
0,28,61.51200223836528,54.79423950339402,59.71392961911903,211.14928576215632,45.25686139176748,0.0,0.0,49.583735497723296,37.45420305369433,90.24571143321732,164.08137887211697,0.0,0,0
0,29,58.81275676442131,70.49173139314391,42.513472730109584,249.10091152541423,47.15130758142881,0.0,0.0,54.245752807214295,46.20688475785321,95.40336670005595,110.45491402261575,0.0,0,0
0,30,60.41168171790178,51.75159775928309,60.696365061558424,222.62971633610906,40.04267252697109,0.0,0.0,43.488876940433144,36.515960051136474,27.301166455563926,168.0126911217525,0.0,0,0
0,31,59.36941766549724,59.932895839051284,53.426960191747284,225.1645764664539,48.76909034719944,0.0,0.0,46.48077395284042,41.135699319352504,70.88904369338847,150.12434200742547,0.0,0,0
0,32,61.71721233724233,74.68014207326866,33.029130089829636,251.29436043339808,40.73238122268221,0.0,0.0,44.98843233108552,40.09025020654107,25.494748387763153,120.0074664686193,0.0,0,0
0,33,56.726814825930106,87.32968054160044,66.1395638988218,212.7645904511166,41.706893422270326,0.0,0.0,44.42261581568989,46.724860989597396,80.90149816994489,140.56682551300588,0.0,0,0
0,34,57.598864263827025,79.1314220833666,47.73999144629523,201.17755808150082,55.90114111842673,1.0,0.0,46.69495197990784,57.479613033207656,79.88417569439137,142.63297013939115,0.0,0,0
0,35,68.3877413360849,35.6306573710285,48.59319713951734,211.02871583943292,36.67531157990054,0.0,0.0,53.70994113473802,64.71090996404995,106.13830686974201,139.19379482651615,0.0,0,0
0,36,58.137732256177905,74.5655009354539,42.162971064523724,229.04667901286277,25.69775735256408,0.0,0.0,55.34954670195008,44.6443012286375,109.69085981802802,220.85364969070733,0.0,0,0
0,37,58.70964326463608,71.08050359848868,47.148600679749336,188.6848185563897,57.88749596009515,0.0,0.0,46.65624309983941,48.843203290534035,85.06937620630919,146.06215990768482,1.0,0,0
0,38,67.51074058496394,76.2083542805904,60.13468528833901,232.74941805302242,65.39462362085602,0.0,0.0,55.62024085625788,22.737032362216496,67.4909730650775,140.24415559290648,0.0,0,0
0,39,70.71520150772122,94.24314522476811,52.729067908763135,209.22457364764514,41.75784587640535,0.0,0.0,48.1423059079385,38.681848863765694,92.12902781364345,66.10196169559433,0.0,0,0
0,40,58.48530011352398,39.051425847928854,58.943944027389776,242.95625321467128,29.505295675038518,1.0,0.0,55.01476410680432,54.10434197325384,66.80205906689216,114.2317059208209,0.0,0,0
0,41,60.89525312963591,61.133448622133415,59.34306224714612,172.11479390199057,42.51612819043245,0.0,0.0,47.62680540138604,52.9895295762573,79.96518371391628,139.4770630217459,0.0,0,0
0,42,63.02466665282153,78.86359484190032,70.84793986633801,204.26868449791664,42.71021640127465,0.0,0.0,48.524231304184575,43.174145991925755,104.65340792401919,122.56589295293429,0.0,0,0
0,43,67.18609293321677,46.276084008190864,50.88656618962745,186.27063697531796,43.48060927182194,0.0,0.0,49.461897890571336,53.29590939351929,66.0557163502644,205.26830373511189,0.0,0,0
0,44,59.03942876471529,92.13923572080263,37.27770619785122,203.47541067272095,36.09289566462522,0.0,0.0,60.71541471747014,47.36150063490728,100.14196598106253,143.40248898415126,1.0,0,0
0,45,61.26416646217367,75.52534919050987,67.8066689988638,224.95331802217885,49.63648913981182,0.0,0.0,51.40514229937916,58.004593873889824,96.93503421730756,201.5377699727301,0.0,0,0
0,46,64.33201272818523,82.69875978765106,51.022141934832945,216.4154674910049,49.19605900228869,0.0,0.0,45.17094188019414,44.340387354356665,56.130204571729465,152.4681853620147,1.0,0,0
0,47,63.304298223399854,61.435845077173084,68.37510933492852,214.9324486210397,33.04475504144555,0.0,0.0,51.87599148110343,34.66452526643448,104.34735320543503,151.48911345686307,0.0,0,0
0,48,60.8715317863097,82.20645534949315,59.60052535818964,216.8163025723988,50.5935738535591,1.0,0.0,46.552669851662635,45.037618853995355,97.46415863428763,146.44814209149996,0.0,0,0
